video0,video1,video2,video3,video4,video5,video6,video7,video8,video9
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3,Error3,Error3+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+Regret2,Error2+Regret3,Error2+Regret1,Error3,Error3+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+Regret3,Error2+Regret1,Error2+Regret2,Error3,Error3+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error2,Error2+Regret3,Error2+Regret2,Error2+Regret1,Error3,Error3+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret2,Error2+Regret3,Error2+Regret1
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret3,Error2+Regret1,Error2+Regret2
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret3,Error2+Regret2,Error2+Regret1
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3,Error2,Error2+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2,Error2,Error2+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3,Error2,Error2+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1,Error2,Error2+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2,Error2,Error2+No
Error1,Error1+Humor2,Error1+Humor3,Error1+Humor1,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+No,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+No,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+No,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+No,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+No,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+No,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+Regret2,Error2+Regret3,Error2+Regret1,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+Regret3,Error2+Regret1,Error2+Regret2,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error2,Error2+Regret3,Error2+Regret2,Error2+Regret1,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+No,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+No,Error2,Error2+Regret2,Error2+Regret3,Error2+Regret1
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+No,Error2,Error2+Regret3,Error2+Regret1,Error2+Regret2
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+No,Error2,Error2+Regret3,Error2+Regret2,Error2+Regret1
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor1,Error1+Humor2,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+No,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+Regret2,Error2+Regret3,Error2+Regret1,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+Regret3,Error2+Regret1,Error2+Regret2,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error2,Error2+Regret3,Error2+Regret2,Error2+Regret1,Error3,Error3+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret2,Error2+Regret3,Error2+Regret1
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret3,Error2+Regret1,Error2+Regret2
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+No,Error2,Error2+Regret3,Error2+Regret2,Error2+Regret1
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2,Error2,Error2+No
Error1,Error1+Humor3,Error1+Humor2,Error1+Humor1,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1,Error2,Error2+No
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor2,Error2+Humor3,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor2,Error2+Humor3,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor2,Error2+Humor3,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor2,Error2+Humor3,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor2,Error2+Humor3,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor2,Error2+Humor3,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor3,Error2+Humor2,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor3,Error2+Humor2,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor3,Error2+Humor2,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor3,Error2+Humor2,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor3,Error2+Humor2,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor1,Error2+Humor3,Error2+Humor2,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor1,Error2+Humor3,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor1,Error2+Humor3,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor1,Error2+Humor3,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor1,Error2+Humor3,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor1,Error2+Humor3,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor1,Error2+Humor3,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor3,Error2+Humor1,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor3,Error2+Humor1,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor3,Error2+Humor1,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor3,Error2+Humor1,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor3,Error2+Humor1,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor2,Error2+Humor3,Error2+Humor1,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor1,Error2+Humor2,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor1,Error2+Humor2,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor1,Error2+Humor2,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor1,Error2+Humor2,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor1,Error2+Humor2,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor1,Error2+Humor2,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor2,Error2+Humor1,Error3,Error3+Regret1,Error3+Regret2,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor2,Error2+Humor1,Error3,Error3+Regret1,Error3+Regret3,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor2,Error2+Humor1,Error3,Error3+Regret2,Error3+Regret1,Error3+Regret3
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor2,Error2+Humor1,Error3,Error3+Regret2,Error3+Regret3,Error3+Regret1
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor2,Error2+Humor1,Error3,Error3+Regret3,Error3+Regret1,Error3+Regret2
Error1,Error1+No,Error2,Error2+Humor3,Error2+Humor2,Error2+Humor1,Error3,Error3+Regret3,Error3+Regret2,Error3+Regret1
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+Humor1,Error3+Humor2,Error3+Humor3
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+Humor1,Error3+Humor3,Error3+Humor2
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+Humor2,Error3+Humor1,Error3+Humor3
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+Humor2,Error3+Humor3,Error3+Humor1
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+Humor3,Error3+Humor1,Error3+Humor2
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret2,Error2+Regret3,Error3,Error3+Humor3,Error3+Humor2,Error3+Humor1
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+Humor1,Error3+Humor2,Error3+Humor3
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+Humor1,Error3+Humor3,Error3+Humor2
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+Humor2,Error3+Humor1,Error3+Humor3
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+Humor2,Error3+Humor3,Error3+Humor1
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+Humor3,Error3+Humor1,Error3+Humor2
Error1,Error1+No,Error2,Error2+Regret1,Error2+Regret3,Error2+Regret2,Error3,Error3+Humor3,Error3+Humor2,Error3+Humor1
Error1,Error1+No,Error2,Error2+Regret2,Error2+Regret1,Error2+Regret3,Error3,Error3+Humor1,Error3+Humor2,Error3+Humor3
